LSV name	Delta Deltapsi (HS - Control)
NM_001169756:s:21020993-21021133	0.010899495680444415;-0.01089950825214827
NM_001169750:s:21020993-21021133	0.010899495680444415;-0.01089950825214827
NM_169102:s:5771630-5771898	0.010893142807386754;-0.010893143469767688
NM_169100:s:5771630-5771898	0.010893142807386754;-0.010893143469767688
NM_001170042:s:5771630-5771898	0.010893142807386754;-0.010893143469767688
NM_001275857:s:20837585-20837922	0.010889760594298647;-0.010889765733072989
NM_176520:s:20837585-20837922	0.010889760594298647;-0.010889765733072989
NM_001275858:s:20837585-20837922	0.010889760594298647;-0.010889765733072989
NM_001014721:s:4360395-4360551	0.010876954318309554;-0.010876889603352313
NM_001169190:s:4360395-4360551	0.010876954318309554;-0.010876889603352313
NM_167008:s:4360395-4360551	0.010876954318309554;-0.010876889603352313
NM_080330:s:4360395-4360551	0.010876954318309554;-0.010876889603352313
NM_001297931:s:4360395-4360551	0.010876954318309554;-0.010876889603352313
NM_001014720:s:4360395-4360551	0.010876954318309554;-0.010876889603352313
NM_079707:s:21230423-21230598	0.010866789048380381;-0.010866775050106707
NM_001169812:s:23945898-23946077	0.010858876358238633;-0.010858894632409539
NM_001299869:s:23945898-23946077	0.010858876358238633;-0.010858894632409539
NM_058157:s:23945898-23946077	0.010858876358238633;-0.010858894632409539
NM_166640:s:23945898-23946077	0.010858876358238633;-0.010858894632409539
NM_058158:s:23945898-23946077	0.010858876358238633;-0.010858894632409539
NM_166038:s:14219898-14220115	0.010850109688255616;1.6686083024699043e-07;-1.1394612861236884e-07;-0.005094854839942153
NM_001300078:s:9461050-9461559	0.010837101626792287;-0.010837074564238606
NM_140064:s:9461050-9461559	0.010837101626792287;-0.010837074564238606
NM_001103979:s:24883674-24883734	0.010836089117783354;-0.010836085453986356
NM_167456:s:15702509-15702662	-0.010833537299160229;0.010833544312852765
NM_132827:s:15702509-15702662	-0.010833537299160229;0.010833544312852765
NM_057515:s:16900837-16901025	-0.01082965573327357;0.010829624297173514
NM_001260085:s:10002498-10002694	-0.010823436904791303;0.010823424269293652
NM_001316574:s:10002498-10002694	-0.010823436904791303;0.010823424269293652
NM_176446:s:10002498-10002694	-0.010823436904791303;0.010823424269293652
NM_001316573:s:10002498-10002694	-0.010823436904791303;0.010823424269293652
NM_176443:s:10002498-10002694	-0.010823436904791303;0.010823424269293652
NM_176449:s:10002498-10002694	-0.010823436904791303;0.010823424269293652
NM_001260086:s:10002498-10002694	-0.010823436904791303;0.010823424269293652
NM_176445:s:10002498-10002694	-0.010823436904791303;0.010823424269293652
NM_176448:s:10002498-10002694	-0.010823436904791303;0.010823424269293652
NM_001260087:s:10002498-10002694	-0.010823436904791303;0.010823424269293652
NM_176447:s:10002498-10002694	-0.010823436904791303;0.010823424269293652
NM_176444:s:10002498-10002694	-0.010823436904791303;0.010823424269293652
NM_001299660:s:18718680-18718994	-0.010815282851430363;0.010815270395549238
NM_176229:s:18718680-18718994	-0.010815282851430363;0.010815270395549238
NM_001259879:t:16866666-16866946	0.010807622442427507;-0.01745039501227287;0.00011600249654086515
NM_001274313:s:1176975-1177276	0.010803063817000524;-0.010803032900917511
NM_079155:s:1176975-1177276	0.010803063817000524;-0.010803032900917511
NM_168488:t:12055194-12055708	-0.015595768638897339;0.010797044252933673;0.00016962919879254403;-0.013420298793695759
NM_001274809:t:12055194-12055708	-0.015595768638897339;0.010797044252933673;0.00016962919879254403;-0.013420298793695759
NM_135461:s:9710782-9711015	0.010786126389501164;-0.010786124556136853
NM_144205:t:5846593-5847470	0.010786002835133613;-0.010785996586452245
NM_143768:s:12684158-12684522	0.01077773669353029;-0.01077772312705387
NM_001202284:s:12684158-12684522	0.01077773669353029;-0.01077772312705387
NM_137088:s:14164487-14164825	0.010772654803988688;-0.010772660094960217
NM_001299478:s:14164487-14164621	0.010772654803988688;-0.010772660094960217
NM_001275058:s:17475049-17475135	0.010765913515261754;-0.010765910381324939
NM_001202195:s:17475049-17475135	0.010765913515261754;-0.010765910381324939
NM_140728:s:17474894-17475135	0.010765913515261754;-0.010765910381324939
NM_001202196:s:17474923-17475135	0.010765913515261754;-0.010765910381324939
NM_001014552:s:24992033-24993328	-0.010761295057500434;0.0107612859196142
NM_079136:s:24992033-24993328	-0.010761295057500434;0.0107612859196142
NM_166704:s:24992033-24993328	-0.010761295057500434;0.0107612859196142
NM_001014553:s:24992033-24993328	-0.010761295057500434;0.0107612859196142
NM_001259587:s:24992033-24993328	-0.010761295057500434;0.0107612859196142
NM_001202079:s:24992033-24993328	-0.010761295057500434;0.0107612859196142
NM_001202081:s:24992033-24993328	-0.010761295057500434;0.0107612859196142
NM_001202082:s:24992033-24993328	-0.010761295057500434;0.0107612859196142
NM_001202080:s:24992033-24993328	-0.010761295057500434;0.0107612859196142
NM_001276161:s:29918806-29919027	-0.010755636463407816;0.01075561952651501
NM_001169545:s:19515419-19515598	-0.010723235937228976;0.010723268116462325
NM_001144370:s:19515419-19515598	-0.010723235937228976;0.010723268116462325
NM_165306:s:19515419-19515598	-0.010723235937228976;0.010723268116462325
NM_136134:s:19515419-19515598	-0.010723235937228976;0.010723268116462325
NM_001144368:s:19515419-19515598	-0.010723235937228976;0.010723268116462325
NM_078922:s:7131884-7132139	0.01072248726826747;-0.01072247906705223
NM_001275227:s:21420251-21420362	0.010702727609903082;-0.010702723691731007
NM_141055:s:21420251-21420362	0.010702727609903082;-0.010702723691731007
NM_001169848:t:1500245-1500388	-0.027124714809193068;-3.064866423330417e-08;1.4711956265063459e-05;0.010698971832822063
NM_079506:t:4950467-4950752	-0.023240425762381473;0.010693221986910612;0.009335234690714688;-0.010953192162226776
NM_001259987:t:4950467-4950752	-0.023240425762381473;0.010693221986910612;0.009335234690714688;-0.010953192162226776
NM_057704:s:8005629-8005926	0.010684667338585658;-0.010684667718949667
NM_001014689:s:349730-350043	-0.010684364041798615;0.010684364004176683
NM_001201588:s:349730-350043	-0.010684364041798615;0.010684364004176683
NM_001201585:s:349730-350043	-0.010684364041798615;0.010684364004176683
NM_001201589:s:349730-350043	-0.010684364041798615;0.010684364004176683
NM_166755:s:349730-350043	-0.010684364041798615;0.010684364004176683
NM_001014687:s:349730-350043	-0.010684364041798615;0.010684364004176683
NM_001014688:s:349730-350043	-0.010684364041798615;0.010684364004176683
NM_166754:s:349730-350043	-0.010684364041798615;0.010684364004176683
NM_001038714:s:349730-350043	-0.010684364041798615;0.010684364004176683
NM_001201586:s:349730-350043	-0.010684364041798615;0.010684364004176683
NM_001201587:s:349730-350043	-0.010684364041798615;0.010684364004176683
NM_001015162:t:4134367-4134390	0.010681794038630883;-0.010681815724176555
NM_001015158:t:4134367-4134390	0.010681794038630883;-0.010681815724176555
NM_001110995:t:4134367-4134390	0.010681794038630883;-0.010681815724176555
NM_169332:s:10204005-10204148	0.010677756966767205;-0.010677773214313985
NM_169333:s:10204005-10204148	0.010677756966767205;-0.010677773214313985
NM_176451:s:10204005-10204148	0.010677756966767205;-0.010677773214313985
NM_169334:s:10204005-10204148	0.010677756966767205;-0.010677773214313985
NM_001014573:s:7762622-7762851	-0.010670560991312769;0.01067058529799711
NM_079239:s:7762622-7762851	-0.010670560991312769;0.01067058529799711
NM_001274613:s:7762622-7762851	-0.010670560991312769;0.01067058529799711
NM_001274614:s:7762622-7762851	-0.010670560991312769;0.01067058529799711
NM_165580:t:7968129-7969476	0.01065540377004922;-0.010655462014787107
NM_136497:t:7968129-7969476	0.01065540377004922;-0.010655462014787107
NM_001169608:s:7969574-7970176	0.01065540377004922;-0.010655462014787107
NM_164493:s:2737032-2737321	0.010652514891374055;-0.010652534864417168
NM_001273024:s:2737032-2737321	0.010652514891374055;-0.010652534864417168
NM_001273025:s:2737032-2737321	0.010652514891374055;-0.010652534864417168
NM_001273023:s:2737032-2737321	0.010652514891374055;-0.010652534864417168
NM_164494:s:2737032-2737321	0.010652514891374055;-0.010652534864417168
NM_001273022:s:2737032-2737321	0.010652514891374055;-0.010652534864417168
NM_164495:s:2737032-2737321	0.010652514891374055;-0.010652534864417168
NM_134859:s:2737032-2737321	0.010652514891374055;-0.010652534864417168
NM_057644:t:8883054-8883399	0.010649097795654892;-0.01064909028886413
NM_001259280:t:8883054-8883399	0.010649097795654892;-0.01064909028886413
NM_001259279:t:8883054-8883399	0.010649097795654892;-0.01064909028886413
NM_001259278:t:8883054-8883399	0.010649097795654892;-0.01064909028886413
NM_057645:t:8883054-8883399	0.010649097795654892;-0.01064909028886413
NM_057643:t:8883054-8883399	0.010649097795654892;-0.01064909028886413
NM_057646:t:8883054-8883399	0.010649097795654892;-0.01064909028886413
NM_206093:s:11219539-11219712	0.010633267950932113;-0.010633253491298011
NM_164496:s:2741108-2741482	-0.010629572356703018;0.010629583200272557
NM_164497:s:2741108-2741482	-0.010629572356703018;0.010629583200272557
NM_080360:s:2741108-2741482	-0.010629572356703018;0.010629583200272557
NM_001276164:s:29994148-29994733	0.010618997197385875;-0.010619004117168146
NM_143498:s:29994148-29994739	0.010618997197385875;-0.010619004117168146
NM_001276205:s:31207935-31208069	-0.01061864717471368;0.010618649518400552
NM_079866:s:31207935-31208069	-0.01061864717471368;0.010618649518400552
NM_001275701:s:16358245-16358611	0.010609447641795838;-0.010609424879533435
NM_135287:t:7651536-7651743	0.01060696562505567;-0.01060696678324377
NM_167063:s:6258897-6259234	0.010604859565561842;-0.010604904356474862
NM_144269:s:6258897-6259234	0.010604859565561842;-0.010604904356474862
NM_141510:s:8124130-8124765	-0.010599766100015765;0.010599765357813276
NM_001144286:s:24560292-24560410	0.01059290846848652;-0.010592926531510314
NM_001259565:s:24560292-24560410	0.01059290846848652;-0.010592926531510314
NM_079125:s:24560292-24560410	0.01059290846848652;-0.010592926531510314
NM_079120:t:24383924-24385048	-7.408331128412076e-05;0.008153556958584041;0.0105876942520029;-2.1651587216089186e-05;7.004155260203473e-05
NM_001272408:s:8517373-8517578	-0.0049333402345217645;-0.00025770161767305153;0.010585753768392102
NM_001169234:s:8517373-8517578	-0.0049333402345217645;-0.00025770161767305153;0.010585753768392102
NM_206657:s:8517373-8517578	-0.0049333402345217645;-0.00025770161767305153;0.010585753768392102
NM_001273990:s:12609229-12609636	-1.5150493753201562e-24;-1.5150493753201562e-24;-1.5150493753201562e-24;-1.5150493753201562e-24;0.010579015656017064;-1.5150493753201562e-24;0.005750379766106192
NM_168701:s:16961500-16961602	3.0803178980512255e-06;1.823032751486082e-05;-0.026200189664972607;0.010575844152882565
NM_168704:s:16961500-16961602	3.0803178980512255e-06;1.823032751486082e-05;-0.026200189664972607;0.010575844152882565
NM_001104159:s:16961500-16961602	3.0803178980512255e-06;1.823032751486082e-05;-0.026200189664972607;0.010575844152882565
NM_176341:s:16961500-16961602	3.0803178980512255e-06;1.823032751486082e-05;-0.026200189664972607;0.010575844152882565
NM_168703:s:16961500-16961602	3.0803178980512255e-06;1.823032751486082e-05;-0.026200189664972607;0.010575844152882565
NM_168702:s:16961500-16961602	3.0803178980512255e-06;1.823032751486082e-05;-0.026200189664972607;0.010575844152882565
NM_206692:s:11795105-11795186	0.01057181938127191;-0.010571823151557348
NM_142111:s:14521338-14521538	0.01055006964393439;-0.010550072369031018
NM_080138:s:13259795-13261423	0.010527660619179431;-0.010527672638309182
NM_001272577:s:13259795-13261423	0.010527660619179431;-0.010527672638309182
NM_166929:s:2142992-2143248	-0.010525144269758438;0.010525116926680152
NM_130626:s:2142992-2143248	-0.010525144269758438;0.010525116926680152
NM_166930:s:2142992-2143248	-0.010525144269758438;0.010525116926680152
NM_078756:s:5068296-5068394	0.010515704618605348;-0.010515722326722043
NM_164626:s:5068296-5068394	0.010515704618605348;-0.010515722326722043
NM_164625:s:5068296-5068394	0.010515704618605348;-0.010515722326722043
NM_001014469:s:5068296-5068394	0.010515704618605348;-0.010515722326722043
NM_164627:s:5068296-5068394	0.010515704618605348;-0.010515722326722043
NM_001273154:s:5068296-5068394	0.010515704618605348;-0.010515722326722043
NM_057328:s:2747311-2748255	0.010513460874974085;-0.010513472744535719
NM_001273030:s:2747311-2748255	0.010513460874974085;-0.010513472744535719
NM_001273028:s:2747311-2748255	0.010513460874974085;-0.010513472744535719
NM_001273029:s:2747311-2748255	0.010513460874974085;-0.010513472744535719
NM_001273027:s:2747311-2748255	0.010513460874974085;-0.010513472744535719
NM_001274827:s:12390497-12391444	-0.010507751074286892;0.010507729187292009
NM_206344:s:12390497-12391444	-0.010507751074286892;0.010507729187292009
NM_001275308:t:23746190-23746544	-0.007085465364545587;-0.0006804811477600974;0.010505216788175913
NM_001043169:t:23746190-23746544	-0.007085465364545587;-0.0006804811477600974;0.010505216788175913
NM_001043168:t:23746190-23746544	-0.007085465364545587;-0.0006804811477600974;0.010505216788175913
NM_166654:s:24058932-24059133	-0.010501906463762646;0.010501949463004041
NM_138034:s:24058932-24059133	-0.010501906463762646;0.010501949463004041
NM_167437:s:15335350-15335480	0.010492983450449835;-0.010492992547336648
NM_001258751:s:15335350-15335480	0.010492983450449835;-0.010492992547336648
NM_132789:s:15335350-15335480	0.010492983450449835;-0.010492992547336648
NM_001272640:s:15335350-15335480	0.010492983450449835;-0.010492992547336648
NM_001169289:s:15335350-15335480	0.010492983450449835;-0.010492992547336648
NM_001258752:s:15335350-15335480	0.010492983450449835;-0.010492992547336648
NM_167436:s:15335350-15335480	0.010492983450449835;-0.010492992547336648
NM_134978:s:4324554-4325129	-0.01048177148400917;0.010481735726597007
NM_001276177:s:30389199-30389328	-0.0063929778371949325;0.010475119117167373;-0.007998302896526355
NM_001272129:s:483501-483803	0.01047128305541735;-0.010471274044744176
NM_166766:s:483501-483803	0.01047128305541735;-0.010471274044744176
NM_001274059:s:15155437-15156215	-0.010466883942261182;0.010466894471499809
NM_001275332:s:4737181-4737252	-0.010453660371164217;0.010453692386186068
NM_001202239:s:4737181-4737252	-0.010453660371164217;0.010453692386186068
NM_176402:s:4737181-4737252	-0.010453660371164217;0.010453692386186068
NM_176403:s:4737181-4737252	-0.010453660371164217;0.010453692386186068
NM_058086:s:4737181-4737252	-0.010453660371164217;0.010453692386186068
NM_058085:s:4737181-4737252	-0.010453660371164217;0.010453692386186068
NM_169016:s:4737181-4737252	-0.010453660371164217;0.010453692386186068
NM_001275333:s:4737181-4737252	-0.010453660371164217;0.010453692386186068
NM_176401:s:4737181-4737252	-0.010453660371164217;0.010453692386186068
NM_176404:s:4737181-4737252	-0.010453660371164217;0.010453692386186068
NM_001202240:s:4737181-4737252	-0.010453660371164217;0.010453692386186068
NM_001259986:s:4737181-4737252	-0.010453660371164217;0.010453692386186068
NM_001202238:s:4737181-4737252	-0.010453660371164217;0.010453692386186068
NM_137230:s:16007445-16007667	0.01044977278743609;-0.010449800374173316
NM_080280:t:4282674-4282834	-0.025426605232600263;0.0034986568725368927;-1.5150493753201562e-24;-1.5150493753201562e-24;0.010444371012511888
NM_164330:t:4282674-4282834	-0.025426605232600263;0.0034986568725368927;-1.5150493753201562e-24;-1.5150493753201562e-24;0.010444371012511888
NM_001300414:s:15897548-15897709	-0.01044327929568625;0.010443310367317292
NM_001170154:s:15897548-15898015	-0.01044327929568625;0.010443310367317292
NM_079645:s:15897548-15897709	-0.01044327929568625;0.010443310367317292
NM_169678:s:15897548-15897709	-0.01044327929568625;0.010443310367317292
NM_169679:s:15897548-15897709	-0.01044327929568625;0.010443310367317292
NM_169680:s:15897548-15897709	-0.01044327929568625;0.010443310367317292
NM_001258681:s:10254720-10255371	-0.010435123901200487;0.010435119483541859
NM_001258682:s:10254720-10255371	-0.010435123901200487;0.010435119483541859
NM_001258680:s:10254720-10255371	-0.010435123901200487;0.010435119483541859
NM_001169725:t:18633426-18634285	0.010432970364892623;-0.010432957821172546
NM_001169726:t:18633426-18634285	0.010432970364892623;-0.010432957821172546
NM_137510:t:18633426-18634285	0.010432970364892623;-0.010432957821172546
NM_001144195:s:14291107-14291284	0.010419687754643468;-0.01041970139053547
NM_001038858:s:14291107-14291284	0.010419687754643468;-0.01041970139053547
NM_001259390:s:14291107-14291284	0.010419687754643468;-0.01041970139053547
NM_001144196:s:14291107-14291284	0.010419687754643468;-0.01041970139053547
NM_001259391:s:14291107-14291284	0.010419687754643468;-0.01041970139053547
NM_001038859:s:14291107-14291284	0.010419687754643468;-0.01041970139053547
NM_001259389:s:14291107-14291284	0.010419687754643468;-0.01041970139053547
NM_001259388:s:14291107-14291284	0.010419687754643468;-0.01041970139053547
NM_001038856:s:14291107-14291284	0.010419687754643468;-0.01041970139053547
NM_001144197:s:14291107-14291284	0.010419687754643468;-0.01041970139053547
NM_058057:s:7455834-7456076	-0.010415380559459352;0.01041538603026778
NM_206738:s:15860115-15860250	0.010414514515179052;-0.010414576045328139
NM_137494:s:18460912-18461228	0.010406423041588295;-0.01040643595955688
NM_137493:s:18460912-18461228	0.010406423041588295;-0.01040643595955688
NM_001275322:s:4359883-4360287	-2.2517035055886625e-07;-0.007750368580674252;0.010404856036468943
NM_141202:s:4359883-4360287	-2.2517035055886625e-07;-0.007750368580674252;0.010404856036468943
NM_058112:s:8427157-8427553	0.01039798904482045;-0.010398007157620891
NM_001298823:s:8427157-8427553	0.01039798904482045;-0.010398007157620891
NM_164820:s:8427157-8427553	0.01039798904482045;-0.010398007157620891
NM_175984:s:8427157-8427553	0.01039798904482045;-0.010398007157620891
NM_058111:s:8427157-8427553	0.01039798904482045;-0.010398007157620891
NM_001298822:s:8427157-8427553	0.01039798904482045;-0.010398007157620891
NM_001298824:s:8427157-8427553	0.01039798904482045;-0.010398007157620891
NM_057965:s:1375536-1375755	0.01039345179713437;-0.010393476842007629
NM_079534:s:7504514-7505098	-0.010390486897001776;0.010390451748533312
NM_169187:s:7504514-7505098	-0.010390486897001776;0.010390451748533312
NM_001259579:s:24894084-24894606	-0.010383596080895006;0.010383590651844936
NM_001274243:s:24894084-24894606	-0.010383596080895006;0.010383590651844936
NM_001274245:s:24894084-24894606	-0.010383596080895006;0.010383590651844936
NM_001259581:s:24894084-24894606	-0.010383596080895006;0.010383590651844936
NM_001274244:s:24894084-24894606	-0.010383596080895006;0.010383590651844936
NM_001202078:s:24894084-24894606	-0.010383596080895006;0.010383590651844936
NM_001274246:s:24894084-24894606	-0.010383596080895006;0.010383590651844936
NM_166696:s:24894084-24894606	-0.010383596080895006;0.010383590651844936
NM_001259580:s:24894084-24894606	-0.010383596080895006;0.010383590651844936
NM_001014647:s:24258196-24258325	0.010380886740915493;-0.010380905077184812
NM_079754:s:24258196-24258325	0.010380886740915493;-0.010380905077184812
NM_001014650:s:24258196-24258325	0.010380886740915493;-0.010380905077184812
NM_001014648:s:24258196-24258325	0.010380886740915493;-0.010380905077184812
NM_170138:s:24258196-24258325	0.010380886740915493;-0.010380905077184812
NM_001014649:s:24258196-24258325	0.010380886740915493;-0.010380905077184812
NM_001275976:s:24258196-24258325	0.010380886740915493;-0.010380905077184812
NM_001275977:s:24258196-24258325	0.010380886740915493;-0.010380905077184812
NM_001300572:s:24258196-24258325	0.010380886740915493;-0.010380905077184812
NM_175968:s:4910469-4911512	-0.010378351121415927;0.010378358798227703
NM_001273130:s:4910469-4911512	-0.010378351121415927;0.010378358798227703
NM_135032:s:4910469-4911512	-0.010378351121415927;0.010378358798227703
NM_175967:s:4910469-4911512	-0.010378351121415927;0.010378358798227703
NM_135031:s:4910469-4911512	-0.010378351121415927;0.010378358798227703
NM_001273131:s:4910469-4911512	-0.010378351121415927;0.010378358798227703
NM_001298678:s:4910469-4911512	-0.010378351121415927;0.010378358798227703
NM_164603:s:4910469-4911512	-0.010378351121415927;0.010378358798227703
NM_175966:s:4910469-4911512	-0.010378351121415927;0.010378358798227703
NM_168905:s:21447081-21447497	-0.010359407075584842;0.010359428405150618
NM_168906:s:21447081-21447497	-0.010359407075584842;0.010359428405150618
NM_001032248:s:13954498-13954861	-0.01035089828451105;0.010350904348393968
NM_166327:s:19134883-19135625	-0.010341665183692839;0.010341657130141402
NM_166325:s:19134883-19135625	-0.010341665183692839;0.010341657130141402
NM_137552:s:19134883-19135625	-0.010341665183692839;0.010341657130141402
NM_079983:s:21143549-21144136	0.010337996875044206;-0.010337949923107478
NM_166427:s:21143545-21144136	0.010337996875044206;-0.010337949923107478
NM_001042884:s:9162076-9162708	0.010336674120934948;-0.010336633781088012
NM_001169445:s:9162076-9162708	0.010336674120934948;-0.010336633781088012
NM_176002:s:9162076-9162708	0.010336674120934948;-0.010336633781088012
NM_135782:s:13240119-13240275	-0.010326303651523264;0.010326288339009367
NM_001273510:s:13239989-13240275	-0.010326303651523264;0.010326288339009367
NM_001202009:s:14935660-14936018	0.010310998843758756;-0.01031100720939681
NM_137163:s:14935677-14936018	0.010310998843758756;-0.01031100720939681
NM_001032009:s:11564440-11564711	0.010304046651801603;-0.010304067598105893
NM_001032010:s:11564440-11564711	0.010304046651801603;-0.010304067598105893
NM_164880:s:9938565-9938790	0.010302841484231327;-0.010302864043707845
NM_080068:s:9256743-9256814	-0.0013292540903561399;-0.0012340115617217456;0.010285110271720188
NM_001103784:t:10062100-10062191	0.01027969953645711;-0.010279733043958897
NM_001258654:s:8876573-8876752	-0.010277658991151706;0.010277660272408517
NM_167169:s:8876573-8876752	-0.010277658991151706;0.010277660272408517
NM_167168:s:8876573-8876752	-0.010277658991151706;0.010277660272408517
NM_001169362:t:1050455-1050609	1.4628115175095406e-05;-0.004002056970395195;8.427749699426217e-05;0.010276401683436465
NM_166810:t:1050455-1050609	1.4628115175095406e-05;-0.004002056970395195;8.427749699426217e-05;0.010276401683436465
NM_001169922:t:9090019-9090410	-0.00941815299615166;-1.5150493753201562e-24;0.010268717228182936
NM_140031:t:9090019-9090410	-0.00941815299615166;-1.5150493753201562e-24;0.010268717228182936
NM_168314:t:9090019-9090410	-0.00941815299615166;-1.5150493753201562e-24;0.010268717228182936
NM_136440:s:7466263-7466477	0.010265224514288632;-0.010265196375615581
NM_001259305:s:10115815-10116657	-0.010257890344452927;0.010257855251480258
NM_001273918:s:10115815-10116657	-0.010257890344452927;0.010257855251480258
NM_165746:s:10115815-10116657	-0.010257890344452927;0.010257855251480258
NM_078952:s:10115815-10116657	-0.010257890344452927;0.010257855251480258
NM_165747:s:10115815-10116657	-0.010257890344452927;0.010257855251480258
NM_165035:s:13261008-13261351	-0.010232711604188517;0.010232757319541071
NM_001103687:s:13261008-13261351	-0.010232711604188517;0.010232757319541071
NM_165037:s:13261008-13261351	-0.010232711604188517;0.010232757319541071
NM_135785:s:13261008-13261351	-0.010232711604188517;0.010232757319541071
NM_140810:s:18890346-18890483	-0.010217517855596315;0.010217502160768343
NM_166131:s:16000095-16000287	0.010206430024726338;-0.01020641500567588
NM_001299541:s:16000095-16000287	0.010206430024726338;-0.01020641500567588
NM_169423:s:11755735-11756246	-0.010195448082726436;0.010195436896360169
NM_143729:s:11755735-11756246	-0.010195448082726436;0.010195436896360169
NM_167413:s:14829136-14830347	0.010163784860843336;-0.010163800808802262
NM_001298319:s:14829136-14830347	0.010163784860843336;-0.010163800808802262
NM_001298318:s:14829136-14830347	0.010163784860843336;-0.010163800808802262
NM_132743:s:14829136-14830347	0.010163784860843336;-0.010163800808802262
NM_138115:s:24743749-24744839	0.010155992720368157;-0.01015599502632955
NM_001275792:s:18972982-18973170	0.010148632401933949;-0.026041026664298014;0.008337912906266391;-1.5150493753201562e-24;-0.0010641245713840005
NM_001260257:s:18972982-18973170	0.010148632401933949;-0.026041026664298014;0.008337912906266391;-1.5150493753201562e-24;-0.0010641245713840005
NM_001260258:s:18972982-18973170	0.010148632401933949;-0.026041026664298014;0.008337912906266391;-1.5150493753201562e-24;-0.0010641245713840005
NM_169844:s:18972982-18973170	0.010148632401933949;-0.026041026664298014;0.008337912906266391;-1.5150493753201562e-24;-0.0010641245713840005
NM_001260256:s:18972982-18973170	0.010148632401933949;-0.026041026664298014;0.008337912906266391;-1.5150493753201562e-24;-0.0010641245713840005
NM_135068:s:5211156-5211821	0.010138346365215656;-0.01013834650836073
NM_079043:s:17094517-17094696	0.010137697657182367;-0.01013769313646557
NM_166217:s:17094517-17094696	0.010137697657182367;-0.01013769313646557
NM_166216:s:17094517-17094696	0.010137697657182367;-0.01013769313646557
NM_137527:s:18758641-18758880	-0.010132737703744584;0.010132756130569106
NM_001144232:s:18758641-18758880	-0.010132737703744584;0.010132756130569106
NM_001144231:s:18758641-18758880	-0.010132737703744584;0.010132756130569106
NM_001274147:s:18758641-18758880	-0.010132737703744584;0.010132756130569106
NM_001202042:s:18758641-18758880	-0.010132737703744584;0.010132756130569106
NM_001144233:s:18758641-18758880	-0.010132737703744584;0.010132756130569106
NM_001274148:s:18758641-18758880	-0.010132737703744584;0.010132756130569106
NM_166394:s:20504251-20504328	0.010123371413062132;-0.010123362392763999
NM_001299703:s:20504251-20504328	0.010123371413062132;-0.010123362392763999
NM_079885:s:558016-558168	1.1241006985620596e-10;-0.011070757254594155;0.010114673672650457
NM_169780:t:17851986-17852683	0.01010850723251233;-0.010108486523278603
NM_001275757:t:17851986-17852683	0.01010850723251233;-0.010108486523278603
NM_176511:t:17851986-17852683	0.01010850723251233;-0.010108486523278603
NM_176510:t:17851986-17852683	0.01010850723251233;-0.010108486523278603
NM_176509:t:17851986-17852683	0.01010850723251233;-0.010108486523278603
NM_001299855:s:23845001-23845331	-0.010102694684792853;0.010102692169911338
NM_137994:s:23845001-23845331	-0.010102694684792853;0.010102692169911338
NM_001273436:s:10848544-10848863	-0.010094856333661676;0.010094847619551804
NM_057465:s:10848544-10848863	-0.010094856333661676;0.010094847619551804
NM_001038810:s:10848544-10848863	-0.010094856333661676;0.010094847619551804
NM_001259032:s:10848544-10848863	-0.010094856333661676;0.010094847619551804
NM_134283:s:10848544-10848863	-0.010094856333661676;0.010094847619551804
NM_001272548:t:11935800-11936195	0.01009455926430853;-0.010094596863732788
NM_135143:s:6062079-6062435	-0.010085740707461915;0.010085745517528354
NM_001298728:s:6062079-6062435	-0.010085740707461915;0.010085745517528354
NM_001103876:s:16756556-16756745	-0.010076326020364929;0.010076329145500107
NM_001316424:s:16756556-16756745	-0.010076326020364929;0.010076329145500107
NM_166192:s:16756556-16756745	-0.010076326020364929;0.010076329145500107
NM_001259444:s:16756556-16756745	-0.010076326020364929;0.010076329145500107
NM_166190:s:16756556-16756745	-0.010076326020364929;0.010076329145500107
NM_001274104:s:16756556-16756745	-0.010076326020364929;0.010076329145500107
NM_137311:s:16756556-16756745	-0.010076326020364929;0.010076329145500107
NM_078606:t:15321154-15321371	0.010073681903124816;-0.010073708619698578
NM_001014742:t:15321154-15321371	0.010073681903124816;-0.010073708619698578
NM_143568:s:30807348-30807667	-0.010062263518920124;0.010062258445423062
NM_132777:s:15138979-15139114	0.010057074467599843;-0.01005707486792341
NM_001272632:s:15138979-15139114	0.010057074467599843;-0.01005707486792341
NM_001169982:s:16119458-16119631	-0.010055980003995343;0.010055968726025004
NM_176333:s:16119458-16119631	-0.010055980003995343;0.010055968726025004
NM_001300148:s:16119458-16119631	-0.010055980003995343;0.010055968726025004
NM_001274998:s:16119458-16119631	-0.010055980003995343;0.010055968726025004
NM_001144486:s:16119458-16119631	-0.010055980003995343;0.010055968726025004
NM_206379:s:16119458-16119631	-0.010055980003995343;0.010055968726025004
NM_168651:s:16119458-16119631	-0.010055980003995343;0.010055968726025004
NM_001274999:s:16119458-16119631	-0.010055980003995343;0.010055968726025004
NM_079378:s:16119458-16119631	-0.010055980003995343;0.010055968726025004
NM_001258722:s:13285203-13285632	-6.961951653349182e-08;-0.004409227374667678;-1.5150493753201562e-24;0.010046634931022898
NM_132882:s:16286288-16286449	-0.010042696476862576;0.01004269874531416
NM_001144403:s:2633538-2633809	-0.010041876954155371;0.01004189248151614
NM_167959:s:2633538-2633809	-0.010041876954155371;0.01004189248151614
